Symbol,Name,Sector,Industry
TEF,Telefonica SA Common Stock,Telecommunications,Telecommunications Equipment
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Technology,Electronic Components
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,Energy,Oil & Gas Production
TENB,Tenable Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TEO,Telecom Argentina SA,Telecommunications,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,Industrials,Electrical Products
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,Finance,Major Banks
TFII,TFI International Inc. Common Shares,Industrials,Trucking Freight/Courier Services
TFPM,Triple Flag Precious Metals Corp. Common Shares,Industrials,Precious Metals
TFSL,TFS Financial Corporation Common Stock,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,Health Care,Medical/Dental Instruments
TGLS,Tecnoglass Inc. Ordinary Shares,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,Industrials,Broadcasting
TGT,Target Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,Industrials,Homebuilding
THS,Treehouse Foods Inc. Common Stock,Consumer Staples,Packaged Foods
TIGO,Millicom International Cellular S.A. Common Stock,Telecommunications,Telecommunications Equipment
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Telecommunications,Telecommunications Equipment
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,Technology,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Telecommunications,Telecommunications Equipment
TKO,TKO Group Holdings Inc. Class A Common Stock,,
TKR,Timken Company (The) Common Stock,Industrials,Metal Fabrications
TLK,PT Telekomunikasi Indonesia Tbk,Telecommunications,Telecommunications Equipment
TM,Toyota Motor Corporation Common Stock,Consumer Discretionary,Auto Manufacturing
TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,Industrial Machinery/Components
TMUS,T-Mobile US Inc. Common Stock,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,Industrials,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,Consumer Discretionary,Business Services
TNL,Travel   Leisure Co. Common  Stock,Consumer Discretionary,Hotels/Resorts
TOL,Toll Brothers Inc. Common Stock,Consumer Discretionary,Homebuilding
TOST,Toast Inc. Class A Common Stock,Technology,EDP Services
TPG,TPG Inc. Class A Common Stock,Finance,Investment Managers
TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel
TPX,Tempur Sealy International Inc. Common Stock,Consumer Discretionary,Home Furnishings
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods
TREX,Trex Company Inc. Common Stock,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corp Common Shares,Consumer Discretionary,Publishing
TRIP,TripAdvisor Inc. Common Stock,Technology,Computer Software: Programming Data Processing
TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,Consumer Discretionary,Marine Transportation
TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
TROX,Tronox Holdings plc Ordinary Shares (UK),Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,Utilities,Natural Gas Distribution
TRU,TransUnion Common Stock,Finance,Finance: Consumer Services
TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,Industrials,Steel/Iron Ore
TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,RETAIL: Building Materials
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Technology,Semiconductors
TSLA,Tesla Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish
TT,Trane Technologies plc,Industrials,Auto Parts:O.E.M.
TTC,Toro Company (The) Common Stock,Consumer Discretionary,Tools/Hardware
TTD,The Trade Desk Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
TTE,TotalEnergies SE,Energy,Oil & Gas Production
TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TU,Telus Corporation Ordinary Shares,,
TVE,Tennessee Valley Authority,Utilities,Electric Utilities: Central
TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
TWLO,Twilio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Industrials,Steel/Iron Ore
TXG,10x Genomics Inc. Class A Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
TXN,Texas Instruments Incorporated Common Stock,Technology,Semiconductors
TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,Restaurants
TXT,Textron Inc. Common Stock,Industrials,Aerospace
TYL,Tyler Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software
U,Unity Software Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,Apparel
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UBER,Uber Technologies Inc. Common Stock,Consumer Discretionary,Business Services
UBS,UBS Group AG Registered Ordinary Shares,Finance,Major Banks
UBSI,United Bankshares Inc. Common Stock,Finance,Major Banks
UCBI,United Community Banks Inc. Common Stock,Finance,Major Banks
UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,Finance,Major Banks
UDR,UDR Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UEC,Uranium Energy Corp. Common Stock,Basic Materials,Other Metals and Minerals
UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products
UGI,UGI Corporation Common Stock,Utilities,Natural Gas Distribution
UGIC,UGI Corporation Corporate Units,Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Utilities,Oil/Gas Transmission
UHAL,U-Haul Holding Company Common Stock,Consumer Discretionary,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,Health Care,Hospital/Nursing Management
UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
UL,Unilever PLC Common Stock,Consumer Discretionary,Package Goods/Cosmetics
ULTA,Ulta Beauty Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
UMBF,UMB Financial Corporation Common Stock,Finance,Major Banks
UMC,United Microelectronics Corporation (NEW) Common Stock,Technology,Semiconductors
UNF,Unifirst Corporation Common Stock,Consumer Discretionary,Other Consumer Services
UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,Medical Specialities
UNM,Unum Group Common Stock,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,Industrials,Railroads
UPS,United Parcel Service Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services
URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URI,United Rentals Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Utilities,Natural Gas Distribution
USB,U.S. Bancorp Common Stock,Finance,Major Banks
USFD,US Foods Holding Corp. Common Stock,Consumer Discretionary,Food Distributors
USM,United States Cellular Corporation Common Stock,Telecommunications,Telecommunications Equipment
UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UTZ,Utz Brands Inc Class A Common Stock ,Consumer Staples,Packaged Foods
UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services
V,Visa Inc.,Consumer Discretionary,Business Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,Finance,Real Estate
VAL,Valaris Limited Common Shares,Energy,Oil & Gas Production
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Basic Materials,Metal Mining
VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,Investment Managers
VEEV,Veeva Systems Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
VERX,Vertex Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
VFC,V.F. Corporation Common Stock,Consumer Discretionary,Apparel
VFS,VinFast Auto Ltd. Ordinary Shares,Finance,Blank Checks
VIAV,Viavi Solutions Inc. Common Stock,Technology,Semiconductors
VICI,VICI Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,Consumer Discretionary,Catalog/Specialty Distribution
VIRT,Virtu Financial Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,Energy,Oil & Gas Production
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Telecommunications,Telecommunications Equipment
VKTX,Viking Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies
VLTO,Veralto Corp Common Stock ,Industrials,Electrical Products
VLY,Valley National Bancorp Common Stock,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
VMC,Vulcan Materials Company (Holding Company) Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMI,Valmont Industries Inc. Common Stock,Industrials,Metal Fabrications
VNO,Vornado Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
VNOM,Viper Energy Inc. Class A Common Stock,Energy,Oil & Gas Production
VNT,Vontier Corporation Common Stock ,Industrials,Industrial Machinery/Components
VOD,Vodafone Group Plc American Depositary Shares,Telecommunications,Telecommunications Equipment
VOYA,Voya Financial Inc. Common Stock,Finance,Life Insurance
VRNS,Varonis Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,Transportation Services
VRSK,Verisk Analytics Inc. Common Stock,Consumer Discretionary,Business Services
VRSN,VeriSign Inc. Common Stock,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,Technology,Industrial Machinery/Components
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VSAT,ViaSat Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VSH,Vishay Intertechnology Inc. Common Stock,Technology,Electrical Products
VST,Vistra Corp. Common Stock,Utilities,Electric Utilities: Central
VSTS,Vestis Corporation Common Stock,,
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share,,
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares,,
VTR,Ventas Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
VVV,Valvoline Inc. Common Stock,Industrials,Major Chemicals
VZ,Verizon Communications Inc. Common Stock,Telecommunications,Telecommunications Equipment
VZIO,VIZIO Holding Corp. Class A Common Stock,Consumer Staples,Consumer Electronics/Appliances
W,Wayfair Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Industrials,Railroads
WAL,Western Alliance Bancorporation Common Stock (DE),Finance,Major Banks
WAT,Waters Corporation Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
WB,Weibo Corporation American Depositary Share,Technology,Computer Software: Programming Data Processing
WBA,Walgreens Boots Alliance Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,Telecommunications,Cable & Other Pay Television Services
WBS,Webster Financial Corporation Common Stock,Finance,Major Banks
WCC,WESCO International Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
WCN,Waste Connections Inc. Common Shares,Utilities,Power Generation
WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services
WDAY,Workday Inc. Class A Common Stock,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,Industrials,Major Chemicals
WDS,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,Energy,Oil & Gas Production
WEC,WEC Energy Group Inc. Common Stock,Utilities,Power Generation
WELL,Welltower Inc. Common Stock,Real Estate,Real Estate Investment Trusts
WEN,Wendy's Company (The) Common Stock,Consumer Discretionary,Restaurants
WERN,Werner Enterprises Inc. Common Stock,Industrials,Trucking Freight/Courier Services
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,Utilities,Natural Gas Distribution
WEX,WEX Inc. common stock,Consumer Discretionary,Business Services
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),Finance,Commercial Banks
WFC,Wells Fargo & Company Common Stock,Finance,Major Banks
WFG,West Fraser Timber Co. Ltd Common stock,Basic Materials,Forest Products
WFRD,Weatherford International plc Ordinary Shares,Industrials,Metal Fabrications
WH,Wyndham Hotels & Resorts Inc. Common Stock ,Consumer Discretionary,Hotels/Resorts
WHD,Cactus Inc. Class A Common Stock,Industrials,Metal Fabrications
WHLRL,Wheeler Real Estate Investment Trust Inc. 7.00% Senior Subordinated Convertible Notes Due 2031,Real Estate,Real Estate Investment Trusts
WHR,Whirlpool Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
WING,Wingstop Inc. Common Stock,Consumer Discretionary,Restaurants
WIRE,Encore Wire Corporation Common Stock,Industrials,Metal Fabrications
WIT,Wipro Limited Common Stock,Technology,EDP Services
WIX,Wix.com Ltd. Ordinary Shares,Technology,Computer Software: Programming Data Processing
WK,Workiva Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
WLK,Westlake Corporation Common Stock,Industrials,Major Chemicals
WLY,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books
WLYB,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books
WM,Waste Management Inc. Common Stock,Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,Utilities,Natural Gas Distribution
WMG,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
WMS,Advanced Drainage Systems Inc. Common Stock,Consumer Discretionary,Containers/Packaging
WMT,Walmart Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),Consumer Discretionary,Business Services
WOLF,Wolfspeed Inc. Common Stock,Technology,Semiconductors
WOR,Worthington Enterprises Inc. Common Shares,Consumer Discretionary,Aerospace
WPC,W. P. Carey Inc. REIT,Real Estate,Real Estate Investment Trusts
WPM,Wheaton Precious Metals Corp Common Shares (Canada),Basic Materials,Precious Metals
WPP,WPP plc American Depositary Shares,Consumer Discretionary,Advertising
WRB,W.R. Berkley Corporation Common Stock,Finance,Property-Casualty Insurers
WRK,Westrock Company Common Stock,,
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,Industrials,Misc Corporate Leasing Services
WSFS,WSFS Financial Corporation Common Stock,Finance,Major Banks
WSM,Williams-Sonoma Inc. Common Stock (DE),Consumer Discretionary,Home Furnishings
WSO,Watsco Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
WST,West Pharmaceutical Services Inc. Common Stock,Health Care,Medical/Dental Instruments
WTFC,Wintrust Financial Corporation Common Stock,Finance,Major Banks
WTM,White Mountains Insurance Group Ltd. Common Stock,Finance,Property-Casualty Insurers
WTRG,Essential Utilities Inc. Common Stock,Utilities,Water Supply
WTS,Watts Water Technologies Inc. Class A Common Stock,Industrials,Metal Fabrications
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,Finance,Specialty Insurers
WU,Western Union Company (The) Common Stock,Consumer Discretionary,Business Services
WWD,Woodward Inc. Common Stock,Energy,Industrial Machinery/Components
WY,Weyerhaeuser Company Common Stock,Real Estate,Real Estate Investment Trusts
WYNN,Wynn Resorts Limited Common stock,Consumer Discretionary,Hotels/Resorts
X,United States Steel Corporation Common Stock,Industrials,Steel/Iron Ore
XEL,Xcel Energy Inc. Common Stock,Utilities,Power Generation
XENE,Xenon Pharmaceuticals Inc. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
XOM,Exxon Mobil Corporation Common Stock,Energy,Integrated oil Companies
XP,XP Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,Consumer Discretionary,Auto Manufacturing
XPO,XPO Inc. Common Stock,Consumer Discretionary,Transportation Services
XPRO,Expro Group Holdings N.V. Common Stock,Energy,Oilfield Services/Equipment
XRAY,DENTSPLY SIRONA Inc. Common Stock,Health Care,Medical/Dental Instruments
XRX,Xerox Holdings Corporation Common Stock,Technology,Computer peripheral equipment
XYL,Xylem Inc. Common Stock New,Industrials,Fluid Controls
YELP,Yelp Inc. Common Stock,Consumer Discretionary,Other Consumer Services
YETI,YETI Holdings Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),Technology,Computer Software: Prepackaged Software
YOU,Clear Secure Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
YPF,YPF Sociedad Anonima Common Stock,Energy,Integrated oil Companies
YUM,Yum! Brands Inc.,Consumer Discretionary,Restaurants
YUMC,Yum China Holdings Inc. Common Stock,Consumer Discretionary,Restaurants
YY,JOYY Inc. American Depositary Shares,Technology,EDP Services
Z,Zillow Group Inc. Class C Capital Stock,Consumer Discretionary,Business Services
ZBH,Zimmer Biomet Holdings Inc. Common Stock,Health Care,Industrial Specialties
ZBRA,Zebra Technologies Corporation Class A Common Stock,Technology,Computer peripheral equipment
ZD,Ziff Davis Inc. Common Stock,Consumer Discretionary,Advertising
ZETA,Zeta Global Holdings Corp. Class A Common Stock,Technology,EDP Services
ZG,Zillow Group Inc. Class A Common Stock,Consumer Discretionary,Business Services
ZGN,Ermenegildo Zegna N.V. Ordinary Shares,Consumer Discretionary,Apparel
ZI,ZoomInfo Technologies Inc Common Stock,Technology,Computer Software: Prepackaged Software
ZION,Zions Bancorporation N.A. Common Stock,Finance,Major Banks
ZIONL,Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,Finance,Major Banks
ZIONO,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G,Finance,Major Banks
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),Finance,Major Banks
ZKH,ZKH Group Limited American Depositary Shares each representing thirty-five (35) Class A Ordinary Shares,,
ZM,Zoom Video Communications Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
ZS,Zscaler Inc. Common Stock,Technology,EDP Services
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,Consumer Discretionary,Advertising
ZTS,Zoetis Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ZWS,Zurn Elkay Water Solutions Corporation Common Stock,Industrials,Industrial Machinery/Components
SLQT, Select Quote,Industrials,Industrial Machinery/Components
